"Table S12: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,
"name","longitude","latitude","catalogNumber","stateProvince","pop","locality","elevation"
"Microspingus lateralis",-50.366153,-29.054791,"OBS438660307","Rio Grande do Sul","South","Parque Estadual do Tainhas",823.45
"Stephanophorus diadematus",-50.366153,-29.054791,"OBS438660341","Rio Grande do Sul","South","Parque Estadual do Tainhas",823.47
"Cacicus chrysopterus",-50.130175,-29.055513,"OBS440405113","Rio Grande do Sul","South","Estrada para Aparados",1018.62
"Stephanophorus diadematus",-50.130175,-29.055513,"OBS440405126","Rio Grande do Sul","South","Estrada para Aparados",1018.59
"Elaenia mesoleuca",-50.883333,-29.066667,88083,"Rio Grande do Sul","South","Sao Francisco De Paula; Apanhador",927.95
"Microspingus lateralis",-51.15,-29.0667,"BLB44941","Rio Grande do Sul","South","Nossa Senhora das Dores, Caxias do Sul city, Rio Grande do Sul, Brazil",766.2
"Mackenziaena leachii",-49.959812,-29.066973,"OBS538406252","Rio Grande do Sul","South","PN Serra Geral -- Cânion Fortaleza",920.35
"Elaenia mesoleuca",-49.997406,-29.077776,"OBS420646144","Rio Grande do Sul","South","Serra Geral",1067.33
"Lepidocolaptes falcinellus",-49.997406,-29.077776,"OBS117344554","Rio Grande do Sul","South","Serra Geral",1064.93
"Microspingus lateralis",-49.997406,-29.077776,"OBS116612559","Rio Grande do Sul","South","Serra Geral",1064.93
"Muscipipra vetula",-49.997406,-29.077776,"OBS116612570","Rio Grande do Sul","South","Serra Geral",1072.11
"Saltator maxillosus",-49.997406,-29.077776,"OBS117344569","Rio Grande do Sul","South","Serra Geral",1034.15
"Stephanophorus diadematus",-49.997406,-29.077776,"OBS423910100","Rio Grande do Sul","South","Serra Geral",1067.33
"Stephanoxis lalandi",-49.997406,-29.077776,"OBS117344586","Rio Grande do Sul","South","Serra Geral",1056.51
"Synallaxis cinerascens",-49.997406,-29.077776,"OBS420646106","Rio Grande do Sul","South","Serra Geral",1072.11
"Stephanoxis lalandi",-52.766667,-29.083333,19043,"Rio Grande do Sul","South","Soledade; cerca Velha",580.76
"Elaenia mesoleuca",-50.118771,-29.087922,"OBS220065371","Rio Grande do Sul","South","Cambará do Sul--Estrada para o Cânion do Itaimbezinho",1022.27
"Heliobletus contaminatus",-50.118771,-29.087922,"OBS160883965","Rio Grande do Sul","South","Cambará do Sul--Estrada para o Cânion do Itaimbezinho",1007.63
"Microspingus lateralis",-50.118771,-29.087922,"OBS220065400","Rio Grande do Sul","South","Cambará do Sul--Estrada para o Cânion do Itaimbezinho",1024.23
"Saltator maxillosus",-50.118771,-29.087922,"OBS160886112","Rio Grande do Sul","South","Cambará do Sul--Estrada para o Cânion do Itaimbezinho",994.87
"Synallaxis cinerascens",-50.118771,-29.087922,"OBS160885078","Rio Grande do Sul","South","Cambará do Sul--Estrada para o Cânion do Itaimbezinho",1018.35
"Mackenziaena leachii",-50.113653,-29.101383,"OBS420688967","Rio Grande do Sul","South","Cambara do Sul stream",991.43
"Heliobletus contaminatus",-50.062122,-29.155666,"OBS177605507","Rio Grande do Sul","South","Aparados da Serra NP",1006.51
"Elaenia mesoleuca",-50.081842,-29.158892,"OBS391229070","Rio Grande do Sul","South","PN Aparados da Serra--Cânion do Itaimbezinho",971.58
"Heliobletus contaminatus",-50.081842,-29.158892,"OBS460143215","Rio Grande do Sul","South","PN Aparados da Serra--Cânion do Itaimbezinho",981.91
"Hemitriccus obsoletus",-50.081842,-29.158892,"OBS358289582","Rio Grande do Sul","South","PN Aparados da Serra--Cânion do Itaimbezinho",970.72
"Lepidocolaptes falcinellus",-50.081842,-29.158892,"OBS460143224","Rio Grande do Sul","South","PN Aparados da Serra--Cânion do Itaimbezinho",979.64
"Microspingus lateralis",-50.081842,-29.158892,"OBS391229072","Rio Grande do Sul","South","PN Aparados da Serra--Cânion do Itaimbezinho",979.64
"Piculus aurulentus",-50.081842,-29.158892,"OBS423561035","Rio Grande do Sul","South","PN Aparados da Serra--Cânion do Itaimbezinho",981.91
"Stephanophorus diadematus",-50.081842,-29.158892,"OBS460143202","Rio Grande do Sul","South","PN Aparados da Serra--Cânion do Itaimbezinho",971.58
"Heliobletus contaminatus",-49.98381,-29.159053,"OBS423758554","Santa Catarina","South","Refúgio Ecológico Pedra Afiada",489.19
"Cacicus chrysopterus",-50.078945,-29.159657,"OBS423807315","Santa Catarina","South","PN Aparados da Serra",944.29
"Elaenia mesoleuca",-50.078945,-29.159657,"OBS168787323","Santa Catarina","South","PN Aparados da Serra",971.58
"Heliobletus contaminatus",-50.078945,-29.159657,"OBS117344660","Santa Catarina","South","PN Aparados da Serra",981.91
"Hemitriccus obsoletus",-50.078945,-29.159657,"OBS382242930","Santa Catarina","South","PN Aparados da Serra",970.72
"Lepidocolaptes falcinellus",-50.078945,-29.159657,"OBS117344661","Santa Catarina","South","PN Aparados da Serra",944.29
"Microspingus lateralis",-50.078945,-29.159657,"OBS258285067","Santa Catarina","South","PN Aparados da Serra",944.29
"Phylloscartes ventralis",-50.078945,-29.159657,"OBS382242927","Santa Catarina","South","PN Aparados da Serra",971.58
"Piculus aurulentus",-50.078945,-29.159657,"OBS117344678","Santa Catarina","South","PN Aparados da Serra",981.91
"Saltator maxillosus",-50.078945,-29.159657,"OBS117754068","Santa Catarina","South","PN Aparados da Serra",990.63
"Stephanophorus diadematus",-50.078945,-29.159657,"OBS382242917","Santa Catarina","South","PN Aparados da Serra",971.58
"Stephanoxis lalandi",-50.078945,-29.159657,"OBS117754079","Santa Catarina","South","PN Aparados da Serra",979.16
"Synallaxis cinerascens",-50.078945,-29.159657,"OBS117344680","Santa Catarina","South","PN Aparados da Serra",961.85
"Lepidocolaptes falcinellus",-50.030739,-29.169359,"OBS385433903","Rio Grande do Sul","South","PN Aparados da Serra - Cambará do Sul",790.63
"Microspingus lateralis",-50.030739,-29.169359,"OBS385433915","Rio Grande do Sul","South","PN Aparados da Serra - Cambará do Sul",790.63
"Stephanophorus diadematus",-50.030739,-29.169359,"OBS385433900","Rio Grande do Sul","South","PN Aparados da Serra - Cambará do Sul",723.08
"Mackenziaena leachii",-50.026975,-29.172286,"OBS385632578","Rio Grande do Sul","South","Canion Indios Coroados",811.18
"Microspingus lateralis",-50.027039,-29.177419,"OBS423595945","Rio Grande do Sul","South","Serra do Faxinal",582.04
"Stephanophorus diadematus",-50.027039,-29.177419,"OBS423595944","Rio Grande do Sul","South","Serra do Faxinal",723.08
"Lepidocolaptes falcinellus",-51.154004,-29.179419,"OBS136760860","Rio Grande do Sul","South","RGDS, Caixas do Sul roadside",739.28
"Saltator maxillosus",-51.154004,-29.179419,"OBS136760873","Rio Grande do Sul","South","RGDS, Caixas do Sul roadside",735.18
"Muscipipra vetula",-50.014869,-29.181238,"OBS423659545","Santa Catarina","South","-29,1812x-50,0149 - 13/08/2016 16:56",643.73
"Saltator maxillosus",-50.014869,-29.181238,"OBS423659546","Santa Catarina","South","-29,1812x-50,0149 - 13/08/2016 16:56",480.3
"Heliobletus contaminatus",-50.194074,-29.187812,"OBS136230194","Rio Grande do Sul","South","PN Apartados da Serra",1001.74
"Lepidocolaptes falcinellus",-50.194074,-29.187812,"OBS136230196","Rio Grande do Sul","South","PN Apartados da Serra",1002.34
"Saltator maxillosus",-50.194074,-29.187812,"OBS136230221","Rio Grande do Sul","South","PN Apartados da Serra",999.19
"Elaenia mesoleuca",-50.490836,-29.196621,"OBS376819674","Rio Grande do Sul","South","Surrounds of Sao Francisco de Paulo am, Canbara do Sul",966.76
"Lepidocolaptes falcinellus",-50.490836,-29.196621,"OBS376819664","Rio Grande do Sul","South","Surrounds of Sao Francisco de Paulo am, Canbara do Sul",966.73
"Microspingus lateralis",-50.490836,-29.196621,"OBS376819681","Rio Grande do Sul","South","Surrounds of Sao Francisco de Paulo am, Canbara do Sul",966.73
"Hemitriccus obsoletus",-50.043851,-29.202015,"OBS417386132","Santa Catarina","South","Trilha Rio do Boi",442.43
"Lepidocolaptes falcinellus",-50.043851,-29.202015,"OBS450372803","Santa Catarina","South","Trilha Rio do Boi",450.96
"Muscipipra vetula",-50.043851,-29.202015,"OBS417386112","Santa Catarina","South","Trilha Rio do Boi",483.09
"Piculus aurulentus",-50.043851,-29.202015,"OBS417386118","Santa Catarina","South","Trilha Rio do Boi",312.97
"Stephanophorus diadematus",-50.043851,-29.202015,"OBS424489501","Santa Catarina","South","Trilha Rio do Boi",345.03
"Elaenia mesoleuca",-50.181019,-29.218147,"OBS318798981","Rio Grande do Sul","South","Cambará do Sul -- Pousada Estância do Cambará",994.97
"Heliobletus contaminatus",-50.181019,-29.218147,"OBS318798985","Rio Grande do Sul","South","Cambará do Sul -- Pousada Estância do Cambará",1007.53
"Hemitriccus obsoletus",-50.181019,-29.218147,"OBS318798969","Rio Grande do Sul","South","Cambará do Sul -- Pousada Estância do Cambará",1008.26
"Lepidocolaptes falcinellus",-50.181019,-29.218147,"OBS318794100","Rio Grande do Sul","South","Cambará do Sul -- Pousada Estância do Cambará",995.06
"Mackenziaena leachii",-50.181019,-29.218147,"OBS318798955","Rio Grande do Sul","South","Cambará do Sul -- Pousada Estância do Cambará",1007.53
"Microspingus lateralis",-50.181019,-29.218147,"OBS321230689","Rio Grande do Sul","South","Cambará do Sul -- Pousada Estância do Cambará",995.06
"Piculus aurulentus",-50.181019,-29.218147,"OBS318794125","Rio Grande do Sul","South","Cambará do Sul -- Pousada Estância do Cambará",1007.53
"Saltator maxillosus",-50.181019,-29.218147,"OBS318785310","Rio Grande do Sul","South","Cambará do Sul -- Pousada Estância do Cambará",1005.39
"Stephanoxis lalandi",-50.181019,-29.218147,"OBS318794124","Rio Grande do Sul","South","Cambará do Sul -- Pousada Estância do Cambará",993.89
"Synallaxis cinerascens",-50.181019,-29.218147,"OBS318798982","Rio Grande do Sul","South","Cambará do Sul -- Pousada Estância do Cambará",995.18
"Microspingus lateralis",-50.308915,-29.272151,"OBS137365905","Rio Grande do Sul","South","Tainhas",878.31
"Cacicus chrysopterus",-52.19686,-29.272746,"OBS549343725","Rio Grande do Sul","South","Tamanduá",422.78
"Mackenziaena leachii",-52.19686,-29.272746,"OBS549343720","Rio Grande do Sul","South","Tamanduá",394.28
"Microspingus lateralis",-52.19686,-29.272746,"OBS549343686","Rio Grande do Sul","South","Tamanduá",422.78
"Phylloscartes ventralis",-52.19686,-29.272746,"OBS549343730","Rio Grande do Sul","South","Tamanduá",419.04
"Saltator maxillosus",-52.19686,-29.272746,"OBS549343733","Rio Grande do Sul","South","Tamanduá",404.38
"Stephanoxis lalandi",-52.19686,-29.272746,"OBS549343738","Rio Grande do Sul","South","Tamanduá",415.49
"Synallaxis cinerascens",-52.19686,-29.272746,"OBS549343712","Rio Grande do Sul","South","Tamanduá",419.58
"Microspingus lateralis",-50.874861,-29.285859,"OBS277830141","Rio Grande do Sul","South","BR-RS / Canela - Parque beyond Caracol state park",592.65
"Lepidocolaptes falcinellus",-52.07659,-29.288556,"OBS317566076","Rio Grande do Sul","South","Lagoa do Herval, Travesseiro, RS",229.19
"Microspingus lateralis",-52.07659,-29.288556,"OBS317566061","Rio Grande do Sul","South","Lagoa do Herval, Travesseiro, RS",229.19
"Saltator maxillosus",-52.07659,-29.288556,"OBS317566063","Rio Grande do Sul","South","Lagoa do Herval, Travesseiro, RS",284.2
"Synallaxis cinerascens",-52.07659,-29.288556,"OBS317566034","Rio Grande do Sul","South","Lagoa do Herval, Travesseiro, RS",291.68
"Heliobletus contaminatus",-49.982884,-29.288975,"OBS460123878","Rio Grande do Sul","South","Camping Cachoeira dos Borges",481.2
"Lepidocolaptes falcinellus",-49.982884,-29.288975,"OBS460123844","Rio Grande do Sul","South","Camping Cachoeira dos Borges",433.63
"Piculus aurulentus",-50.911975,-29.307255,"OBS358293438","Rio Grande do Sul","South","Parque da Ferradura",555.81
"Microspingus lateralis",-52.314148,-29.309036,"OBS441211568","Rio Grande do Sul","South","Lajeadinho-Boqueirão do Leão- -29,309x-52,314",448.81
"Heliobletus contaminatus",-50.85219,-29.313206,"OBS277831855","Rio Grande do Sul","South","Canela--PE do Caracol",728.81
"Microspingus lateralis",-50.85219,-29.313206,"OBS424053884","Rio Grande do Sul","South","Canela--PE do Caracol",714.7
"Lepidocolaptes falcinellus",-51.887729,-29.313773,"OBS437795369","Rio Grande do Sul","South","BR-RS-Roca Sales-95735 - -29,3138x-51,8877",136.62
"Microspingus lateralis",-51.887729,-29.313773,"OBS437795408","Rio Grande do Sul","South","BR-RS-Roca Sales-95735 - -29,3138x-51,8877",136.62
"Phylloscartes ventralis",-51.887729,-29.313773,"OBS437795414","Rio Grande do Sul","South","BR-RS-Roca Sales-95735 - -29,3138x-51,8877",147.38
"Piculus aurulentus",-51.887729,-29.313773,"OBS437795395","Rio Grande do Sul","South","BR-RS-Roca Sales-95735 - -29,3138x-51,8877",172.93
"Stephanoxis lalandi",-51.887729,-29.313773,"OBS437795416","Rio Grande do Sul","South","BR-RS-Roca Sales-95735 - -29,3138x-51,8877",151.54
"Synallaxis cinerascens",-51.887729,-29.313773,"OBS437795356","Rio Grande do Sul","South","BR-RS-Roca Sales-95735 - -29,3138x-51,8877",151.31
"Syndactyla rufosuperciliata",-51.887729,-29.313773,"OBS437795358","Rio Grande do Sul","South","BR-RS-Roca Sales-95735 - -29,3138x-51,8877",147.38
"Microspingus lateralis",-51.877484,-29.320502,"OBS438114444","Rio Grande do Sul","South","Morro Lohmann",224.08
"Piculus aurulentus",-51.877484,-29.320502,"OBS438114491","Rio Grande do Sul","South","Morro Lohmann",172.93
"Stephanophorus diadematus",-51.877484,-29.320502,"OBS438114446","Rio Grande do Sul","South","Morro Lohmann",220.95
"Stephanoxis lalandi",-51.877484,-29.320502,"OBS438114435","Rio Grande do Sul","South","Morro Lohmann",216.76
"Synallaxis cinerascens",-51.877484,-29.320502,"OBS438114467","Rio Grande do Sul","South","Morro Lohmann",216.98
"Syndactyla rufosuperciliata",-51.877484,-29.320502,"OBS438114497","Rio Grande do Sul","South","Morro Lohmann",220.95
"Elaenia mesoleuca",-50.666667,-29.333333,19576,"Rio Grande do Sul","South","São Francisco de Paula",807.69
"Lepidocolaptes falcinellus",-50.166667,-29.333333,"XC224932","NA","South","Aparados da Serra, Rio Grande do Sul",923.64
"Piprites pileata",-50.666667,-29.333333,19360,"Rio Grande do Sul","South","São Francisco de Paula",819.82
"Elaenia mesoleuca",-50.61882,-29.342205,"OBS364953054","Rio Grande do Sul","South","Road to Barragem do Blang, São Francisco de Paula",811.29
"Synallaxis cinerascens",-52.978091,-29.353078,"OBS403803362","Rio Grande do Sul","South","Segredo",413.15
"Stephanophorus diadematus",-50.188658,-29.353737,"OBS444217090","Rio Grande do Sul","South","Aratinga",599.41
"Microspingus lateralis",-50.866293,-29.365319,"OBS403309790","Rio Grande do Sul","South","BR-Rio Grande do Sul-Gramado-405 R. Parobé Linha Nova - -29,365x-50,866",765.27
"Stephanophorus diadematus",-50.866293,-29.365319,"OBS403309775","Rio Grande do Sul","South","BR-Rio Grande do Sul-Gramado-405 R. Parobé Linha Nova - -29,365x-50,866",767.84
"Stephanoxis lalandi",-50.866293,-29.365319,"OBS403309786","Rio Grande do Sul","South","BR-Rio Grande do Sul-Gramado-405 R. Parobé Linha Nova - -29,365x-50,866",744.09
"Chamaeza ruficauda",-50.816667,-29.366667,19927,"Rio Grande do Sul","South","Canela; Morro Pelado",751.37
"Elaenia mesoleuca",-50.816667,-29.366667,19577,"Rio Grande do Sul","South","Canela; Morro Pelado",829.94
"Hemitriccus obsoletus",-50.816667,-29.366667,19375,"Rio Grande do Sul","South","Canela; Morro Pelado",804.66
"Elaenia mesoleuca",-50.471191,-29.367814,"OBS219285996","Rio Grande do Sul","South","Florista National Sao Francisco de Paulo, rio grande de sul",871.59
"Lepidocolaptes falcinellus",-50.471191,-29.367814,"OBS219286001","Rio Grande do Sul","South","Florista National Sao Francisco de Paulo, rio grande de sul",871.13
"Microspingus lateralis",-50.868952,-29.369655,"OBS423989486","Rio Grande do Sul","South","Gramado",811.65
"Stephanoxis lalandi",-50.860163,-29.370937,"OBS277469596","Rio Grande do Sul","South","BR-RS / Gramado - Vila Bella hotel",744.09
"Stephanophorus diadematus",-51.111606,-29.375311,"OBS409741662","Rio Grande do Sul","South","BR-Rio Grande do Sul-Nova Petrópolis-321-409 R. Frederico Michaelsen - -29,375x-51,112",515.27
"Elaenia mesoleuca",-50.883333,-29.383333,19578,"Rio Grande do Sul","South","Gramado",811.67
"Heliobletus contaminatus",-50.383333,-29.383333,91005,"Rio Grande do Sul","South","Sao Francisco De Paula; IBAMA's National Forest",922.87
"Hemitriccus obsoletus",-50.383333,-29.383333,91007,"Rio Grande do Sul","South","Sao Francisco De Paula; IBAMA's National Forest",924.25
"Piprites pileata",-50.383333,-29.383333,91006,"Rio Grande do Sul","South","Sao Francisco De Paula; IBAMA's National Forest",910.09
"Lepidocolaptes falcinellus",-50.397506,-29.390561,"OBS404350941","Rio Grande do Sul","South","Estrada acesso Flona SF Paula",898.92
"Elaenia mesoleuca",-50.429832,-29.391479,"OBS364958477","Rio Grande do Sul","South","São Francisco de Paula -- Banhado das Capivaras",885.78
"Microspingus lateralis",-50.429832,-29.391479,"OBS364958499","Rio Grande do Sul","South","São Francisco de Paula -- Banhado das Capivaras",885.72
"Elaenia mesoleuca",-50.846096,-29.391748,"OBS277838698","Rio Grande do Sul","South","BR-RS / Gramado-Quilombo Valley",687.06
"Microspingus lateralis",-50.381927,-29.392645,"OBS117344530","Rio Grande do Sul","South","RS-484",919.06
"Microspingus lateralis",-50.875081,-29.395287,"OBS438247228","Rio Grande do Sul","South","Gramado e Canela",769.98
"Microspingus lateralis",-50.875003,-29.395375,"OBS373878409","Rio Grande do Sul","South","Parque do Lago Negro, Gramado RS, Brazil",769.98
"Heliobletus contaminatus",-50.866667,-29.416667,"XC223894","NA","South","Sao Francisco de Paula, Rio Grande do Sul",667.21
"Hemitriccus obsoletus",-50.866667,-29.416667,"XC224020","NA","South","Sao Francisco de Paula, Rio Grande do Sul",664.44
"Lepidocolaptes falcinellus",-50.866667,-29.416667,"XC224935","NA","South","Sao Francisco de Paula, Rio Grande do Sul",624.62
"Elaenia mesoleuca",-50.3864,-29.4228,"BLB34192","Rio Grande do Sul","South","Nacional Forest, São Francisco de Paula, District of Rincão dos Kroeff, Rio Grande do Sul, Brazil",870.58
"Lepidocolaptes falcinellus",-50.3864,-29.4228,"BLB34218","Rio Grande do Sul","South","Nacional Forest, São Francisco de Paula, District of Rincão dos Kroeff, Rio Grande do Sul, Brazil",874.17
"Lepidocolaptes falcinellus",-50.38625,-29.42292,"OBS352456708","Rio Grande do Sul","South","Brazil - FLONA",874.17
"Cacicus chrysopterus",-50.386768,-29.423851,"OBS392357532","Rio Grande do Sul","South","FLONA São Francisco de Paula",830.42
"Elaenia mesoleuca",-50.386768,-29.423851,"OBS439754082","Rio Grande do Sul","South","FLONA São Francisco de Paula",870.58
"Heliobletus contaminatus",-50.386768,-29.423851,"OBS392357540","Rio Grande do Sul","South","FLONA São Francisco de Paula",882.38
"Hemitriccus obsoletus",-50.386768,-29.423851,"OBS421884510","Rio Grande do Sul","South","FLONA São Francisco de Paula",881.29
"Lepidocolaptes falcinellus",-50.386768,-29.423851,"OBS394042611","Rio Grande do Sul","South","FLONA São Francisco de Paula",830.42
"Mackenziaena leachii",-50.386768,-29.423851,"OBS364965574","Rio Grande do Sul","South","FLONA São Francisco de Paula",882.38
"Microspingus lateralis",-50.386768,-29.423851,"OBS392447208","Rio Grande do Sul","South","FLONA São Francisco de Paula",830.42
"Phylloscartes ventralis",-50.386768,-29.423851,"OBS394042609","Rio Grande do Sul","South","FLONA São Francisco de Paula",870.58
"Piculus aurulentus",-50.386768,-29.423851,"OBS394042607","Rio Grande do Sul","South","FLONA São Francisco de Paula",882.38
"Piprites pileata",-50.386768,-29.423851,"OBS298713770","Rio Grande do Sul","South","FLONA São Francisco de Paula",851.98
"Saltator maxillosus",-50.386768,-29.423851,"OBS421886524","Rio Grande do Sul","South","FLONA São Francisco de Paula",851.98
"Stephanophorus diadematus",-50.386768,-29.423851,"OBS392357542","Rio Grande do Sul","South","FLONA São Francisco de Paula",870.58
"Stephanoxis lalandi",-50.386768,-29.423851,"OBS392447197","Rio Grande do Sul","South","FLONA São Francisco de Paula",836.42
"Synallaxis cinerascens",-50.386768,-29.423851,"OBS394042598","Rio Grande do Sul","South","FLONA São Francisco de Paula",869.34
"Syndactyla rufosuperciliata",-50.386768,-29.423851,"OBS421886499","Rio Grande do Sul","South","FLONA São Francisco de Paula",870.58
"Stephanoxis lalandi",-50.39893,-29.42611,"OBS437241772","Rio Grande do Sul","South","National Forest San Francisco De Paula",836.42
"Microspingus lateralis",-50.607975,-29.437075,"OBS447131808","Rio Grande do Sul","South","BR-RS-São Francisco de Paula-95400-000 - -29,4371x-50,6080",904.9
"Stephanophorus diadematus",-50.607975,-29.437075,"OBS447131797","Rio Grande do Sul","South","BR-RS-São Francisco de Paula-95400-000 - -29,4371x-50,6080",901.83
"Elaenia mesoleuca",-50.622541,-29.438079,"OBS136230107","Rio Grande do Sul","South","RGDS, Veraneio Hampel Hotel",901.83
"Heliobletus contaminatus",-50.622541,-29.438079,"OBS136230106","Rio Grande do Sul","South","RGDS, Veraneio Hampel Hotel",852.45
"Hemitriccus obsoletus",-50.622541,-29.438079,"OBS136230115","Rio Grande do Sul","South","RGDS, Veraneio Hampel Hotel",847.32
"Lepidocolaptes falcinellus",-50.622541,-29.438079,"OBS136230111","Rio Grande do Sul","South","RGDS, Veraneio Hampel Hotel",904.9
"Heliobletus contaminatus",-50.574475,-29.440471,"OBS136230436","Rio Grande do Sul","South","RGDS, Sao Francisco da Paula",880.11
"Lepidocolaptes falcinellus",-50.574475,-29.440471,"OBS136230440","Rio Grande do Sul","South","RGDS, Sao Francisco da Paula",862.68
"Saltator maxillosus",-50.574475,-29.440471,"OBS136230457","Rio Grande do Sul","South","RGDS, Sao Francisco da Paula",872.87
"Elaenia mesoleuca",-50.610065,-29.440494,"OBS47725997","Rio Grande do Sul","South","Sao Francisco de Paula, RS: Hotel Veraneio Hampel",901.83
"Heliobletus contaminatus",-50.610065,-29.440494,"OBS47725892","Rio Grande do Sul","South","Sao Francisco de Paula, RS: Hotel Veraneio Hampel",900.6
"Hemitriccus obsoletus",-50.610065,-29.440494,"OBS47725850","Rio Grande do Sul","South","Sao Francisco de Paula, RS: Hotel Veraneio Hampel",899.43
"Lepidocolaptes falcinellus",-50.610065,-29.440494,"OBS47726006","Rio Grande do Sul","South","Sao Francisco de Paula, RS: Hotel Veraneio Hampel",904.9
"Elaenia mesoleuca",-50.613112,-29.441099,"OBS362262877","Rio Grande do Sul","South","São Francisco de Paula -- road adjacent to Hotel Veraneio Hampel",901.83
"Piculus aurulentus",-50.613112,-29.441099,"OBS221131164","Rio Grande do Sul","South","São Francisco de Paula -- road adjacent to Hotel Veraneio Hampel",900.6
"Stephanoxis lalandi",-50.613112,-29.441099,"OBS362262868","Rio Grande do Sul","South","São Francisco de Paula -- road adjacent to Hotel Veraneio Hampel",884.53
"Elaenia mesoleuca",-50.580228,-29.442807,"OBS447571810","Rio Grande do Sul","South","São Francisco de Paula -- general area",859.35
"Heliobletus contaminatus",-50.580228,-29.442807,"OBS373459199","Rio Grande do Sul","South","São Francisco de Paula--área geral",880.11
"Hemitriccus obsoletus",-50.580228,-29.442807,"OBS420508138","Rio Grande do Sul","South","São Francisco de Paula--área geral",879.33
"Lepidocolaptes falcinellus",-50.580228,-29.442807,"OBS447574998","Rio Grande do Sul","South","São Francisco de Paula--área geral",838.54
"Microspingus lateralis",-50.580228,-29.442807,"OBS528801074","Rio Grande do Sul","South","São Francisco de Paula--área geral",838.54
"Piprites pileata",-50.580228,-29.442807,"OBS447574985","Rio Grande do Sul","South","São Francisco de Paula--área geral",872.87
"Stephanophorus diadematus",-50.580228,-29.442807,"OBS528801073","Rio Grande do Sul","South","São Francisco de Paula--área geral",859.35
"Stephanoxis lalandi",-50.580228,-29.442807,"OBS447574964","Rio Grande do Sul","South","São Francisco de Paula--área geral",840.59
"Synallaxis cinerascens",-50.580228,-29.442807,"OBS373459181","Rio Grande do Sul","South","São Francisco de Paula--área geral",857.32
"Syndactyla rufosuperciliata",-50.580228,-29.442807,"OBS528801072","Rio Grande do Sul","South","São Francisco de Paula--área geral",859.35
"Mackenziaena leachii",-50.611358,-29.442816,"OBS376828282","Rio Grande do Sul","South","Parador Hampel, Rua Boca da Serra, Sao Francisco de Paula, RS, B",900.6
"Elaenia mesoleuca",-50.611284,-29.442862,"OBS357092864","Rio Grande do Sul","South","São Francisco de Paula -- Hotel Veraneio Hampel",901.83
"Heliobletus contaminatus",-50.611284,-29.442862,"OBS438558056","Rio Grande do Sul","South","São Francisco de Paula -- Hotel Veraneio Hampel",900.6
"Hemitriccus obsoletus",-50.611284,-29.442862,"OBS538398156","Rio Grande do Sul","South","São Francisco de Paula -- Hotel Veraneio Hampel",899.43
"Lepidocolaptes falcinellus",-50.611284,-29.442862,"OBS538398149","Rio Grande do Sul","South","São Francisco de Paula -- Hotel Veraneio Hampel",881.07
"Microspingus lateralis",-50.611284,-29.442862,"OBS357098827","Rio Grande do Sul","South","São Francisco de Paula -- Hotel Veraneio Hampel",881.07
"Phylloscartes ventralis",-50.611284,-29.442862,"OBS438558041","Rio Grande do Sul","South","São Francisco de Paula -- Hotel Veraneio Hampel",901.83
"Stephanoxis lalandi",-50.611284,-29.442862,"OBS538398122","Rio Grande do Sul","South","São Francisco de Paula -- Hotel Veraneio Hampel",884.53
"Heliobletus contaminatus",-50.61154,-29.44292,"OBS194370605","Rio Grande do Sul","South","Brazil - Parque Hampel",900.6
"Lepidocolaptes falcinellus",-50.61154,-29.44292,"OBS177075288","Rio Grande do Sul","South","Brazil - Parque Hampel",881.07
"Microspingus lateralis",-50.61154,-29.44292,"OBS177513383","Rio Grande do Sul","South","Brazil - Parque Hampel",881.07
"Stephanoxis lalandi",-50.61154,-29.44292,"OBS177073802","Rio Grande do Sul","South","Brazil - Parque Hampel",884.53
"Synallaxis cinerascens",-50.61154,-29.44292,"OBS177075292","Rio Grande do Sul","South","Brazil - Parque Hampel",899.96
"Lepidocolaptes falcinellus",-50.611274,-29.44293,"OBS137366217","Rio Grande do Sul","South","Sao Francisco de Paula (Hotel Veraneio Hampel)",881.07
"Heliobletus contaminatus",-50.611085,-29.443054,"OBS129294719","Rio Grande do Sul","South","Veraneio Hampel Hotel",900.6
"Piculus aurulentus",-50.611212,-29.443058,"OBS347494374","Rio Grande do Sul","South","BR-RS-São Francisco de Paula - -29.4431x-50.6112 - Oct 12, 2015, 5:54 AM",900.6
"Heliobletus contaminatus",-50.6117,-29.4431,"XC22772","NA","South","Hotel Veraneio Hampel, São Francisco de Paula, RS",900.6
"Lepidocolaptes falcinellus",-50.6117,-29.4431,"XC22774","NA","South","Hotel Veraneio Hampel, São Francisco de Paula, RS",881.07
"Hemitriccus obsoletus",-50.610032,-29.443893,"OBS447482777","Rio Grande do Sul","South","BR-RS-São Francisco de Paula-95400-000 - -29,4439x-50,6100",899.43
"Elaenia mesoleuca",-50.562773,-29.444381,"OBS207128248","Rio Grande do Sul","South","Brazil---Sao Francisco de Paula vicinity",830.3
"Heliobletus contaminatus",-50.562773,-29.444381,"OBS207128182","Rio Grande do Sul","South","Brazil---Sao Francisco de Paula vicinity",824.31
"Hemitriccus obsoletus",-50.562773,-29.444381,"OBS207128205","Rio Grande do Sul","South","Brazil---Sao Francisco de Paula vicinity",858.45
