"Supplementary_Data_3: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,,,
"Species","longitude","latitude","state","locality","year","month","identifier","seasson","Elevation"
"Syndactyla rufosuperciliata",-53.665833,-26.207222,"Misiones","Graciosa",2015,5,"OBS321169602","fall",702.57
"Syndactyla rufosuperciliata",-49.095703,-26.209917,"Santa Catarina","Estrada Rio do Júlio, Santa Catarina, BR (-26,21, -49,096)",2017,11,"OBS548886835","spri",751.24
"Syndactyla rufosuperciliata",-49.097229,-26.21225,"Santa Catarina","Rio do Julio - Joinville/SC - -26.2123x-49.0972 - 01/06/2015 14:14",2015,6,"OBS324582386","wint",751.24
"Syndactyla rufosuperciliata",-50.305263,-26.218954,"Paraná","Floresta Nacional de Três Barras",2016,2,"OBS376762357","sum",782.66
"Syndactyla rufosuperciliata",-49.096832,-26.219352,"Santa Catarina","Joinville, Rio do Júlio",2016,5,"OBS402704834","fall",753.77
"Syndactyla rufosuperciliata",-49.09698,-26.2212,"Santa Catarina","Joinville, Rio do Júlio",2015,5,"OBS317749451","fall",753.77
"Syndactyla rufosuperciliata",-49.097407,-26.224716,"Santa Catarina","Estrada do Rio do Julio",2018,8,"OBS650867119","wint",753.77
"Syndactyla rufosuperciliata",-52.412517,-26.265322,"Paraná","Honório Serpa--Rio Chopim",2018,10,"OBS666727988","spri",766.17
"Syndactyla rufosuperciliata",-49.166683,-26.271155,"Santa Catarina","Jaraguá do Sul -- Rio Manso",2017,3,"OBS475380063","fall",781.55
"Syndactyla rufosuperciliata",-49.170789,-26.283914,"Santa Catarina","POUSADA RIO MANSO",2018,5,"OBS624229469","fall",738.09
"Syndactyla rufosuperciliata",-49.196904,-26.297506,"Santa Catarina","Trilha Comfloresta-Rio Manso",2017,3,"OBS476404036","fall",907.6
"Syndactyla rufosuperciliata",-49.535435,-26.297513,"Santa Catarina","Fazenda Evaristo, Rio Negrinho ",2017,1,"OBS458102553","sum",872.93
"Syndactyla rufosuperciliata",-49.207405,-26.29793,"Santa Catarina","São Bento do Sul--COMFLORESTA",2017,3,"OBS477111968","fall",998.39
"Syndactyla rufosuperciliata",-49.182788,-26.298961,"Santa Catarina","-26,2990x-49,1828 - maurici",2017,3,"OBS476789398","fall",907.6
"Syndactyla rufosuperciliata",-49.182108,-26.301543,"Santa Catarina","BR-SC-Jaraguá do Sul - -26,3015x-49,1821 - 19/03/2017 19:03",2017,3,"OBS476791415","fall",907.6
"Syndactyla rufosuperciliata",-53.259637,-26.357958,"Santa Catarina","Palma Sola--Pasta",2018,6,"OBS631708926","wint",868.49
"Syndactyla rufosuperciliata",-54.657733,-26.373429,"Misiones","Cueva Miní",2017,8,"OBS527013924","wint",165.99
"Syndactyla rufosuperciliata",-52.162056,-26.413857,"Paraná","Sítio São Miguel Arcanjo",2015,4,"OBS312180370","fall",983.94
"Syndactyla rufosuperciliata",-55.8,-26.43,"Itapúa","Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",2017,3,"OBS611782739","fall",144.71
"Syndactyla rufosuperciliata",-52.577863,-26.465502,"Santa Catarina","Parque Estadual das Araucárias (São Domingos, SC)",2018,5,"OBS617286118","fall",744.12
"Syndactyla rufosuperciliata",-55.69132,-26.4874,"Itapúa","San Rafael NP",2018,9,"OBS676253837","spri",251.04
"Syndactyla rufosuperciliata",-52.026765,-26.498767,"Paraná","Chácara Invernadinha",2015,4,"OBS308367506","fall",1110.99
"Syndactyla rufosuperciliata",-51.670697,-26.502723,"Paraná","Palmas--Fazenda Cerro Chato",2017,7,"OBS683376998","wint",1226.39
"Syndactyla rufosuperciliata",-51.986318,-26.512746,"Paraná","IFPR--Campus Palmas",2018,7,"OBS641050661","wint",1086.32
"Syndactyla rufosuperciliata",-51.77953,-26.513438,"Paraná","Palmas--Fazenda São Geraldo",2018,7,"OBS638710451","wint",1212.16
"Syndactyla rufosuperciliata",-55.766833,-26.516,"Itapúa","Reserva Guyra Reta",2018,8,"OBS651205530","wint",166.16
"Syndactyla rufosuperciliata",-53.991,-26.519,"NA","Parque Provincial Cruce Caballero, San Pedro, Misiones",2016,11,"365670@XC","spri",600.34
"Syndactyla rufosuperciliata",-53.981667,-26.520717,"Misiones","PP Cruce Caballero",2018,1,"OBS578130861","sum",600.34
"Syndactyla rufosuperciliata",-49.376249,-26.551526,"Santa Catarina","Rio dos Cedros -- Cachoeira Formosa",2016,9,"OBS428935179","spri",788.96
"Syndactyla rufosuperciliata",-49.364576,-26.571045,"Santa Catarina","(-26,571, -49,365)",2018,7,"OBS645214205","wint",737.14
"Syndactyla rufosuperciliata",-49.333688,-26.591022,"Santa Catarina","Rio dos Cedros -- Recanto Bonito por Natureza",2016,5,"OBS398905586","fall",718.01
"Syndactyla rufosuperciliata",-49.327751,-26.594849,"Santa Catarina","Rio dos Cedros/SC - Rio Bonito - -26.5948x-49.3278 - 29/05/2015 09:14",2015,5,"OBS323818813","fall",723.65
"Syndactyla rufosuperciliata",-54.104444,-26.627778,"Misiones","Parque Provincial de la Araucaria",2016,6,"OBS411462048","wint",570.27
"Syndactyla rufosuperciliata",-54.10235,-26.630361,"Misiones","San Pedro and Araucaria Provincial Park",2016,7,"OBS419935559","wint",552.3
"Syndactyla rufosuperciliata",-54.102167,-26.632333,"Misiones","PP Araucaria (AICA MI12)",2018,6,"OBS631622046","wint",552.3
"Syndactyla rufosuperciliata",-55.663677,-26.637587,"Itapúa","PY-Itapúa-Sendero Suruku'a sa'yiu (-26.6376,-55.6637)",2018,11,"OBS681638326","spri",281.98
"Syndactyla rufosuperciliata",-49.356976,-26.645141,"Santa Catarina","Rio dos Cedros -- Barragem",2018,3,"OBS589400084","fall",647.35
"Syndactyla rufosuperciliata",-54.104759,-26.649109,"Misiones","Camino A Rincon De Los Pajaros",2016,8,"OBS423908709","wint",546.22
"Syndactyla rufosuperciliata",-49.5239,-26.652637,"Santa Catarina","Trilha do macaco",2018,7,"OBS640533724","wint",727.05
"Syndactyla rufosuperciliata",-49.200394,-26.658974,"Santa Catarina","Morro Schmidt - Pomerode/SC. - -26.6590x-49.2004 - 30/05/2015 15:13",2015,5,"OBS316955718","fall",478.71
"Syndactyla rufosuperciliata",-54.2645,-26.689778,"Misiones","Reserva Privada Yaguaroundi (AICA MI13)",2018,3,"OBS596382546","fall",471.15
"Syndactyla rufosuperciliata",-49.690454,-26.698889,"Santa Catarina","Bonsucesso - Itaiópolis",2015,10,"OBS348149342","spri",936.86
"Syndactyla rufosuperciliata",-54.252222,-26.709722,"Misiones","Camino a Yaguarundi",2016,6,"OBS412548251","wint",536.24
"Syndactyla rufosuperciliata",-49.67773,-26.713605,"Santa Catarina","REBIO Estadual do Sassafrás",2016,2,"OBS374778975","sum",892.52
"Syndactyla rufosuperciliata",-54.797932,-26.728085,"Misiones","Refugio Tingazú",2017,11,"OBS553207454","spri",214.9
"Syndactyla rufosuperciliata",-51.430821,-26.74302,"Santa Catarina","Macieira--Cabanha Guamirim",2018,7,"OBS639795805","wint",1287.93
"Syndactyla rufosuperciliata",-51.0789,-26.755,"south","Caçador- Linha São Francisco- SC",,,"MPEGT14960",,
"Syndactyla rufosuperciliata",-53.491109,-26.758625,"Santa Catarina","LD ITA-SMO - UA3, S. Miguel D'Oeste, SC (-26,759, -53,491)",2018,2,"OBS592819961","sum",604.57
"Syndactyla rufosuperciliata",-59.613876,-26.80584,"Chaco","PN Chaco",2018,10,"OBS665169946","spri",81.06
"Syndactyla rufosuperciliata",-59.605833,-26.808611,"Chaco","PN Chaco",2016,8,"OBS426077815","wint",78.77
"Syndactyla rufosuperciliata",-59.597054,-26.811041,"Chaco","AR-Chaco-Sargento Cabral (-26,8110,-59,5971)",2018,12,"OBS691933893","sum",78.26
"Syndactyla rufosuperciliata",-49.462177,-26.866707,"Santa Catarina","Sítio Begalke",2017,10,"OBS542061997","spri",702.44
"Syndactyla rufosuperciliata",-54.2171,-26.868411,"Misiones","PP Caá Yarí (AICA MI15)",2018,7,"OBS641080109","wint",493.51
"Syndactyla rufosuperciliata",-54.20981,-26.86867,"Misiones","Reserva de Biosfera Yaboti",2015,7,"OBS354436769","wint",470.12
"Syndactyla rufosuperciliata",-54.13512,-26.87556,"Misiones","Lote 3, Yaboty Biosphere Reserve",2017,7,"OBS522043832","wint",483.98
"Syndactyla rufosuperciliata",-54.13729,-26.8757,"Misiones","Lote 14, Yaboty Biosphere Reserve",2017,7,"OBS522034351","wint",483.98
"Syndactyla rufosuperciliata",-54.14258,-26.87692,"Misiones","Lote 14, Yaboty Biosphere Reserve",2017,8,"OBS528078993","wint",483.98
"Syndactyla rufosuperciliata",-54.13731,-26.88276,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,9,"OBS530034182","spri",483.98
"Syndactyla rufosuperciliata",-54.15497,-26.88511,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,8,"OBS527003925","wint",489.68
"Syndactyla rufosuperciliata",-54.14618,-26.88677,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,7,"OBS520473518","wint",491.31
"Syndactyla rufosuperciliata",-54.13008,-26.8924,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,7,"OBS520449009","wint",491.31
"Syndactyla rufosuperciliata",-54.15336,-26.89539,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,7,"OBS517405233","wint",489.68
"Syndactyla rufosuperciliata",-54.16312,-26.89735,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,8,"OBS528092917","wint",489.68
"Syndactyla rufosuperciliata",-49.479911,-26.897693,"Santa Catarina","Benedito Novo--Zinco",2017,10,"OBS542054650","spri",786.88
"Syndactyla rufosuperciliata",-54.14977,-26.89781,"Misiones","Lote 13, Yaboty Biosphere Reserve",2018,6,"OBS629856624","wint",489.68
"Syndactyla rufosuperciliata",-54.16274,-26.89832,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,8,"OBS529958300","wint",489.68
"Syndactyla rufosuperciliata",-54.16022,-26.90011,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,8,"OBS528094308","wint",489.68
"Syndactyla rufosuperciliata",-54.16217,-26.90656,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,9,"OBS451153887","spri",472.45
"Syndactyla rufosuperciliata",-54.15895,-26.90694,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,9,"OBS531847746","spri",472.45
"Syndactyla rufosuperciliata",-54.1607,-26.90713,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,7,"OBS423495849","wint",472.45
"Syndactyla rufosuperciliata",-54.13699,-26.90973,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,8,"OBS424626162","wint",478.63
"Syndactyla rufosuperciliata",-54.13694,-26.91074,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,8,"OBS451128685","wint",478.63
"Syndactyla rufosuperciliata",-54.12906,-26.91308,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,9,"OBS451232796","spri",478.63
"Syndactyla rufosuperciliata",-54.15254,-26.93336,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,8,"OBS424600102","wint",444.99
"Syndactyla rufosuperciliata",-54.20215,-26.94222,"Misiones","RNC Papel Misionero",2018,7,"OBS639479251","wint",465.99
"Syndactyla rufosuperciliata",-54.209329,-26.946195,"Misiones","Sendero Bondi Jubilado",2018,7,"OBS641080662","wint",482.84
"Syndactyla rufosuperciliata",-54.20256,-26.95179,"Misiones","RNC Papel Misionero",2018,7,"OBS644026995","wint",482.84
"Syndactyla rufosuperciliata",-54.20308,-26.95928,"Misiones","RNC Papel Misionero",2018,7,"OBS644013532","wint",482.84
"Syndactyla rufosuperciliata",-54.20161,-26.96615,"Misiones","RNC Papel Misionero",2018,8,"OBS646213630","wint",477.78
"Syndactyla rufosuperciliata",-54.2016,-26.96615,"Misiones","RNC Papel Misionero",2018,7,"OBS641828940","wint",477.78
"Syndactyla rufosuperciliata",-54.17331,-26.96886,"Misiones","RNC Papel Misionero",2018,8,"OBS645981951","wint",463.91
"Syndactyla rufosuperciliata",-54.186364,-26.971107,"Misiones","(-26,9711,-54,1864) escucha 3",2018,9,"OBS657731793","spri",463.91
"Syndactyla rufosuperciliata",-54.186463,-26.971113,"Misiones","(-26,9711,-54,1865) seguimiento 4",2018,9,"OBS655517888","spri",463.91
"Syndactyla rufosuperciliata",-54.19724,-26.97157,"Misiones","RNC Papel Misionero",2018,7,"OBS641844629","wint",477.78
"Syndactyla rufosuperciliata",-54.197289,-26.971808,"Misiones","Reserva Privada Papel Misionera",2018,7,"OBS641084383","wint",477.78
"Syndactyla rufosuperciliata",-54.17035,-26.97328,"Misiones","RNC Papel Misionero",2018,8,"OBS646015863","wint",463.91
"Syndactyla rufosuperciliata",-54.185982,-26.975364,"Misiones","(-26,9754,-54,1860) seguimiento5",2018,9,"OBS658397946","spri",463.91
"Syndactyla rufosuperciliata",-54.17533,-26.97568,"Misiones","RNC Papel Misionero",2018,8,"OBS647960863","wint",463.91
"Syndactyla rufosuperciliata",-54.186654,-26.976001,"Misiones","(-26,9760,-54,1867) seguimiento 6",2018,9,"OBS664196398","spri",463.91
"Syndactyla rufosuperciliata",-54.18143,-26.97629,"Misiones","RNC Papel Misionero",2018,7,"OBS644063543","wint",463.91
"Syndactyla rufosuperciliata",-54.1748,-26.9806,"Misiones","RNC Papel Misionero",2018,10,"OBS664341294","spri",463.91
"Syndactyla rufosuperciliata",-54.175324,-26.980806,"Misiones","(-26,9808,-54,1753) caminata-lluvia",2018,9,"OBS658398854","spri",463.91
"Syndactyla rufosuperciliata",-54.17374,-26.981314,"Misiones","RNC Papel Misionero",2018,11,"OBS675688321","spri",463.91
"Syndactyla rufosuperciliata",-54.19936,-26.9822,"Misiones","RNC Papel Misionero",2018,7,"OBS639494718","wint",477.78
"Syndactyla rufosuperciliata",-54.17193,-26.98244,"Misiones","RNC Papel Misionero",2018,9,"OBS655537161","spri",463.91
"Syndactyla rufosuperciliata",-54.17953,-26.98672,"Misiones","RNC Papel Misionero",2018,9,"OBS655561004","spri",470.12
"Syndactyla rufosuperciliata",-51.023351,-26.9984,"Santa Catarina","A3 - LT Videira Fraiburgo Rodovia Das Lombadas - -26,999x-51,023",2017,3,"OBS479149020","fall",961.58
"Syndactyla rufosuperciliata",-51.051204,-26.998902,"Santa Catarina","23 Rodovia das Lombadas, Santa Catarina, BR (-26,999, -51,051)",2017,3,"OBS523383094","fall",898.7
"Syndactyla rufosuperciliata",-55.179391,-26.999949,"Misiones","Saltos del Tabay",2016,12,"OBS451194343","sum",159.8
"Syndactyla rufosuperciliata",-51.556005,-27.000198,"Santa Catarina","Água Doce, SC",2016,2,"OBS378787886","sum",882.31
"Syndactyla rufosuperciliata",-51.047088,-27.000829,"Santa Catarina","A2 - LT VIdeira Fraiburgo - Santa Catarina-Videira-Unnamed Road",2017,3,"OBS479149806","fall",898.7
"Syndactyla rufosuperciliata",-51.026274,-27.000854,"Santa Catarina","20-28 Rodovia das Lombadas, Santa Catarina, BR (-27,001, -51,026)",2017,3,"OBS523162250","fall",927.9
"Syndactyla rufosuperciliata",-54.18499,-27.0017,"Misiones","RNC Papel Misionero",2018,8,"OBS649427228","wint",470.12
"Syndactyla rufosuperciliata",-54.177375,-27.004268,"Misiones","(-27,0043,-54,1774) Ncp2-3",2018,9,"OBS658397352","spri",461.07
"Syndactyla rufosuperciliata",-54.17743,-27.00437,"Misiones","RNC Papel Misionero",2018,9,"OBS655575343","spri",461.07
"Syndactyla rufosuperciliata",-54.1776,-27.00525,"Misiones","RNC Papel Misionero",2018,8,"OBS652084269","wint",461.07
"Syndactyla rufosuperciliata",-54.1781,-27.00545,"Misiones","RNC Papel Misionero",2018,8,"OBS649590133","wint",461.07
"Syndactyla rufosuperciliata",-53.911586,-27.008285,"Misiones","Parque Provincial Esmeralda",2015,7,"OBS334043855","wint",339.42
"Syndactyla rufosuperciliata",-51.100247,-27.012027,"Santa Catarina","A1 LT Videira Fraiburgo - -27,012x-51,1 - 21 de mar de 2017 10:25",2017,3,"OBS479149168","fall",838.25
"Syndactyla rufosuperciliata",-54.039333,-27.022333,"Misiones","Reserva de Biosfera Yabotí (AICA MI15)",2018,7,"OBS646396335","wint",425.98
"Syndactyla rufosuperciliata",-54.827625,-27.058887,"Misiones","PP Salto Encantado",2016,10,"OBS438138398","spri",482.32
"Syndactyla rufosuperciliata",-52.990488,-27.074212,"Santa Catarina","Sao Miguel,  Sério,  Rs.",2017,10,"OBS542347907","spri",290.13
"Syndactyla rufosuperciliata",-54.951999,-27.088148,"Misiones","Camping del Cuñapirú (AICA MI17)",2015,2,"OBS315520778","sum",262.85
"Syndactyla rufosuperciliata",-53.985486,-27.136146,"Misiones","Parque Provincial Esmeralda",2015,7,"OBS430163192","wint",323.69
"Syndactyla rufosuperciliata",-53.866362,-27.140378,"Rio Grande do Sul","Parque Estadual do Turvo",2016,5,"OBS403808135","fall",229.33
"Syndactyla rufosuperciliata",-53.899269,-27.150505,"Misiones","PP Moconá (AICA MI15)",2018,7,"OBS644645483","wint",224.71
"Syndactyla rufosuperciliata",-53.983728,-27.155864,"Misiones","Ruta Provincial 2, Misiónes, AR (-27.156, -53.984)",2017,10,"OBS539160741","spri",292.79
"Syndactyla rufosuperciliata",-55.457123,-27.178709,"Misiones","Reserva Privada E.C.",2018,7,"OBS686772448","wint",167.41
"Syndactyla rufosuperciliata",-55.777808,-27.183576,"Itapúa","Hotel Tirol",2017,1,"OBS454577330","sum",237.6
"Syndactyla rufosuperciliata",-54.013176,-27.19088,"Misiones","Ruta Provincial 2, Misiónes, AR (-27.191, -54.013)",2017,10,"OBS539160654","spri",250.66
"Syndactyla rufosuperciliata",-49.732833,-27.221558,"Santa Catarina","Laurentino",2015,5,"OBS317763336","fall",409.69
"Syndactyla rufosuperciliata",-54.017307,-27.226399,"Misiones","La Misión Moconá",2018,11,"OBS676999248","spri",212.19
"Syndactyla rufosuperciliata",-54.016951,-27.226929,"Misiones","La Mision Lodge",2017,10,"OBS539160486","spri",212.19
"Syndactyla rufosuperciliata",-54.049092,-27.251443,"Misiones","Yucuma Lodge",2017,8,"OBS525468930","wint",193.64
"Syndactyla rufosuperciliata",-55.531812,-27.255202,"Misiones","San Ignacio Mini",2017,6,"OBS536928433","wint",145.71
"Syndactyla rufosuperciliata",-49.51262,-27.276021,"Santa Catarina","Lontras--Três Picos",2018,2,"OBS581069090","sum",713.86
"Syndactyla rufosuperciliata",-55.578289,-27.279234,"Misiones","RN Osonunú",2017,8,"OBS526022349","wint",116.48
"Syndactyla rufosuperciliata",-55.595756,-27.282305,"Misiones","PP Teyú Cuaré",2017,3,"OBS476589907","fall",116.48
"Syndactyla rufosuperciliata",-58.511366,-27.296266,"Corrientes","San Cosme--Río Paraná",2016,5,"OBS402701937","fall",51.16
"Syndactyla rufosuperciliata",-55.519162,-27.331899,"Misiones","Ruinas de Loreto, Misiones",2018,11,"OBS675270841","spri",141.93
"Syndactyla rufosuperciliata",-55.51959,-27.33248,"Misiones","Reducciones Jesuíticas de Loreto",2017,3,"OBS474070950","fall",141.93
"Syndactyla rufosuperciliata",-53.647399,-27.341808,"Rio Grande do Sul","Guarita",2017,12,"OBS647134621","sum",280.63
"Syndactyla rufosuperciliata",-53.426474,-27.386796,"Rio Grande do Sul","Frederico Westphalen--URI-FW - Campus II",2018,9,"OBS658717906","spri",500.34
"Syndactyla rufosuperciliata",-56.2754,-27.4054,"NA","Rincón Ombu Chico, Ituzaingó, Corrientes",2016,8,"385815@XC","wint",79.22
"Syndactyla rufosuperciliata",-55.007987,-27.406276,"Misiones","Chacra Mariposa",2018,4,"OBS636778407","fall",288.99
"Syndactyla rufosuperciliata",-56.263046,-27.411548,"Corrientes","Rincón Ombú Chico",2018,8,"OBS651524178","wint",79.22
"Syndactyla rufosuperciliata",-57.645907,-27.414062,"Corrientes","Ea. Doña Marina",2015,6,"OBS331073063","wint",66.44
"Syndactyla rufosuperciliata",-56.76301,-27.427094,"Misiones","PY-Isla Yacreta",2015,4,"OBS590913493","fall",71.62
"Syndactyla rufosuperciliata",-55.814559,-27.458378,"Misiones","Desembocadura Arroyo Garupá",2018,5,"OBS613877003","fall",88.64
"Syndactyla rufosuperciliata",-55.566085,-27.462129,"Misiones","Cerro Santa Ana--Complejo Don Rodolfo",2017,6,"OBS510005930","wint",231.43
"Syndactyla rufosuperciliata",-58.672585,-27.472005,"Corrientes","Amokañy, Santa Ana de los Guácaras, San Cosme, Corrientes, AR",2018,5,"OBS611461960","fall",63.41
"Syndactyla rufosuperciliata",-55.120811,-27.4902,"Misiones","Oberá",2017,8,"OBS523155316","wint",309.47
"Syndactyla rufosuperciliata",-55.822653,-27.494534,"Misiones","AR-Misiónes-Av Costanera - -27.495x-55.823 - mar 12, 2016 10:04",2016,2,"OBS384568534","sum",104.58
"Syndactyla rufosuperciliata",-55.8231,-27.4947,"NA","Capital, Misiónes",2016,2,"306942@XC","sum",104.58
"Syndactyla rufosuperciliata",-55.621591,-27.551123,"Misiones","Cerro Corá",2015,9,"OBS341237922","spri",224.45
"Syndactyla rufosuperciliata",-58.67947,-27.552302,"Corrientes","PP San Cayetano",2016,9,"OBS431479375","spri",59.44
"Syndactyla rufosuperciliata",-55.710232,-27.557144,"Misiones","PP Cañadón de Profundidad",2018,4,"OBS608369269","fall",172.18
"Syndactyla rufosuperciliata",-53.498118,-27.611071,"Rio Grande do Sul","ReBio Moreno Fortes",2018,12,"OBS687030354","sum",508.47
"Syndactyla rufosuperciliata",-55.705233,-27.614645,"Misiones","Fachinal",2017,3,"OBS474650246","fall",147.84
"Syndactyla rufosuperciliata",-51.512607,-27.61649,"Rio Grande do Sul","Parque Estadual Espigão Alto",2015,5,"OBS317031918","fall",758.14
"Syndactyla rufosuperciliata",-55.630131,-27.616908,"Misiones","Tacuaruzú",2016,7,"OBS421074224","wint",166.92
"Syndactyla rufosuperciliata",-49.097634,-27.632416,"Santa Catarina","Taquaras",2017,5,"OBS498773982","fall",793.98
"Syndactyla rufosuperciliata",-49.176629,-27.677979,"Santa Catarina","Reserva Rio das Furnas",2016,10,"OBS438040517","spri",923.97
"Syndactyla rufosuperciliata",-49.176188,-27.679092,"Santa Catarina","Reserva Rio das Furnas",2016,4,"OBS395535602","fall",923.97
"Syndactyla rufosuperciliata",-49.149485,-27.686872,"Santa Catarina","Morro da Boa Vista",2018,2,"OBS573484615","sum",1008.77
"Syndactyla rufosuperciliata",-49.011018,-27.687746,"Santa Catarina","Sítio Bruggemann",2016,5,"OBS403688784","fall",845.73
"Syndactyla rufosuperciliata",-49.014486,-27.689191,"Santa Catarina","Sítio Faxinal das Águas",2016,5,"OBS450765256","fall",854.21
"Syndactyla rufosuperciliata",-49.124,-27.7374,"south","Rancho Queimado- SC",,,"LGEMA2155",,
"Syndactyla rufosuperciliata",-55.565779,-27.743404,"Misiones","PP De la Sierra, Martinez Crovetto.",2015,1,"OBS290722925","sum",228.08
"Syndactyla rufosuperciliata",-55.565457,-27.744239,"Misiones","PP de La Sierra Ing. Raúl Martínez Crovetto",2018,12,"OBS688492902","sum",228.08
"Syndactyla rufosuperciliata",-50.35624,-27.791347,"Santa Catarina","-27,791x-50,356 - 19/01/2016 14:10",2016,1,"OBS367178326","sum",964.09
"Syndactyla rufosuperciliata",-48.87003,-27.821945,"Santa Catarina","PE Serra do Tabuleiro, SC",2016,1,"OBS441269560","sum",945.59
"Syndactyla rufosuperciliata",-50.485364,-27.822396,"Santa Catarina","Salto Caveiras",2016,11,"OBS594936761","spri",871.32
"Syndactyla rufosuperciliata",-48.862172,-27.885445,"Santa Catarina","PE da Serra do Tabuleiro--Trilha do Campo da Bracatinga",2016,9,"OBS428565768","spri",972.42
"Syndactyla rufosuperciliata",-55.34506,-27.891535,"Misiones","Ruinas de Santa María",2017,8,"OBS523560627","wint",128.55
"Syndactyla rufosuperciliata",-52.81737,-27.913535,"Rio Grande do Sul","Parque Estadual do Papagaio Charão Sarandi RS",2018,11,"OBS676932322","spri",624.36
"Syndactyla rufosuperciliata",-52.815263,-27.913566,"Rio Grande do Sul","PE Papagaio Charao,  Sarandi, Rio Grande do Sul, BR (-27,914, -52,815)",2018,4,"OBS603534416","fall",624.36
"Syndactyla rufosuperciliata",-49.856601,-27.924502,"Santa Catarina","Urupema--Morro das Antenas",2018,1,"OBS570487618","sum",1453.4
"Syndactyla rufosuperciliata",-49.94238,-27.92881,"Santa Catarina","Painel - Farofa",2015,5,"OBS321060401","fall",1400
"Syndactyla rufosuperciliata",-49.851377,-27.929713,"Santa Catarina","Urupema, Acesso ao Morro das Antenas",2016,2,"OBS375130774","sum",1453.4
"Syndactyla rufosuperciliata",-49.689837,-27.934933,"Santa Catarina","Unnamed Road, Santa Catarina, BR (-27,935, -49,69)",2018,9,"OBS656052577","spri",929.66
"Syndactyla rufosuperciliata",-49.934151,-27.951291,"Santa Catarina","Urupema -- Eco-Pousada Rio dos Touros",2018,5,"OBS610974461","fall",1348.35
"Syndactyla rufosuperciliata",-49.934105,-27.951378,"NA","Eco Pousada Rio dos Touros und Umgebung",2015,2,"NA","sum",1348.35
"Syndactyla rufosuperciliata",-48.922368,-27.990667,"Santa Catarina","São Bonifácio—Sitio Minifúndio",2018,12,"OBS688260829","sum",482.06
"Syndactyla rufosuperciliata",-49.285047,-27.997192,"Santa Catarina","Santa Bárbara (SC)",2016,11,"OBS443319892","spri",655.58
"Syndactyla rufosuperciliata",-52.894953,-28.001279,"Rio Grande do Sul","Sarandi--Fazenda Cesurg",2018,2,"OBS577954916","sum",593.09
"Syndactyla rufosuperciliata",-58.057251,-28.011377,"Corrientes","PN Mburucuyá (AICA CR07)",2018,5,"OBS623053313","fall",74.09
"Syndactyla rufosuperciliata",-52.375726,-28.015389,"Rio Grande do Sul","Rodovia Transbrasiliana trecho Ipiranga do Sul e Passo Fundo",2018,11,"OBS676792712","spri",658.41
"Syndactyla rufosuperciliata",-58.194365,-28.032819,"Corrientes","Sendero Ñande Yvy Porá",2016,7,"OBS417781888","wint",71.39
"Syndactyla rufosuperciliata",-58.166861,-28.060256,"Corrientes","PN Mburucuya",2018,10,"OBS671540211","spri",69.86
"Syndactyla rufosuperciliata",-52.851266,-28.074517,"Rio Grande do Sul","Estrada para Igrejinha",2017,11,"OBS552950192","spri",518.47
"Syndactyla rufosuperciliata",-52.874858,-28.079023,"Rio Grande do Sul","Reserva Valle Azul",2016,7,"OBS419706110","wint",519.38
"Syndactyla rufosuperciliata",-52.432856,-28.081065,"Rio Grande do Sul","Coxilha, Rio Grande do Sul, BR (-28,081, -52,433)",2018,1,"OBS567150512","sum",641.34
"Syndactyla rufosuperciliata",-58.2753,-28.100669,"Corrientes","Ea. Los Naranjales de Rosarito",2015,8,"OBS335822588","wint",71.17
"Syndactyla rufosuperciliata",-54.74978,-28.127192,"Rio Grande do Sul","Escola Municipal Pe José Schardong",2015,5,"OBS318312718","fall",236.43
"Syndactyla rufosuperciliata",-49.626725,-28.140686,"Santa Catarina","PN São Joaquim--Trilha Cascatinha",2016,3,"OBS379812291","fall",1549.39
"Syndactyla rufosuperciliata",-49.634531,-28.14206,"Santa Catarina","PN São Joaquim--Alojamento",2015,6,"OBS360308590","wint",1549.39
"Syndactyla rufosuperciliata",-49.386236,-28.14942,"Santa Catarina","PE Serra Furada--sede norte",2016,4,"OBS389331625","fall",570.02
"Syndactyla rufosuperciliata",-49.641667,-28.153056,"Santa Catarina","PN São Joaquim--Grade PPBio, N3500",2016,2,"OBS380251618","sum",1459.25
