"Species","Longitude","Latitude","State","Locality","year","month","identifier","Elevation"
"Stephanophorus diadematus",-50.968564,-31.224212,"Rio Grande do Sul","ASA Aldeia Santuário das Aves",2016,11,"OBS444219782",10.01
"Stephanophorus diadematus",-50.993877,-31.248482,"Rio Grande do Sul","(-31,2485,-50,9939)",2017,10,"OBS547992418",8.71
"Stephanophorus diadematus",-50.982897,-31.256307,"Rio Grande do Sul","PN Lagoa do Peixe -- Trilha do Talha-Mar",2017,10,"OBS545024584",1.07
"Stephanophorus diadematus",-50.969229,-31.260441,"Rio Grande do Sul","Lago, Tavares BR-RS (-31,2604,-50,9692)",2017,4,"OBS710165065",0
"Stephanophorus diadematus",-51.124163,-31.278548,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-31,279, -51,124)",2017,9,"OBS534446061",9.48
"Stephanophorus diadematus",-51.090771,-31.28888,"Rio Grande do Sul","Tavares / Mostardas - RS",2017,6,"OBS508104221",12.23
"Stephanophorus diadematus",-51.088345,-31.289155,"Rio Grande do Sul","Tavares / Mostardas - RS",2017,6,"OBS507421900",14.34
"Stephanophorus diadematus",-51.08521,-31.292492,"Rio Grande do Sul","Tavares / Mostardas - RS",2017,6,"OBS507722554",14.34
"Stephanophorus diadematus",-51.09337,-31.31207,"Rio Grande do Sul","Tavares, Trilha da Figueira",2015,5,"OBS319524794",15.05
"Stephanophorus diadematus",-51.089516,-31.318814,"Rio Grande do Sul","PN Lagoa do Peixe--Tavares Entrance",2016,4,"OBS390368309",11.2
"Stephanophorus diadematus",-54.009347,-31.320107,"Rio Grande do Sul","Bagé -- Chácara das Roseiras",2015,12,"OBS361429243",224.27
"Stephanophorus diadematus",-51.137088,-31.399142,"Rio Grande do Sul","Sítio do Sr. Manoel - Tavares, RS - 31,399x-51,137",2017,1,"OBS459809868",9.95
"Stephanophorus diadematus",-52.461553,-31.449128,"Rio Grande do Sul","Arroio do Padre BR-RS (-31,4491,-52,4616)",2018,4,"OBS609644151",239.05
"Stephanophorus diadematus",-53.116622,-31.451437,"Rio Grande do Sul","Rua Paulo Pinheiro - Prolongamento, Chácara de Zinco.",2017,4,"OBS485461386",300.89
"Stephanophorus diadematus",-52.407778,-31.454167,"Rio Grande do Sul","Arroio do Padre--ERS 737 (De Aº Andrade ao centro)",2018,2,"OBS579386519",180.16
"Stephanophorus diadematus",-52.485101,-31.45638,"Rio Grande do Sul","Arroio do Padre--Arredores do Bairro Brasil pra Cristo",2018,2,"OBS577396776",214.96
"Stephanophorus diadematus",-53.121707,-31.45638,"Rio Grande do Sul","Estrada Balneário Municial até Recanta Herança Farroupilha",2016,11,"OBS445408800",290.46
"Stephanophorus diadematus",-53.653579,-31.482478,"Rio Grande do Sul","Candiota",2016,4,"OBS633003149",230.01
"Stephanophorus diadematus",-52.439074,-31.491847,"Rio Grande do Sul","Pelotas/Arroio do Padre - Três Cerros",2017,3,"OBS474473911",172.16
"Stephanophorus diadematus",-52.573333,-31.498333,"Rio Grande do Sul","Pelotas--Colonia Maciel",2017,6,"OBS511604432",185.9
"Stephanophorus diadematus",-52.626674,-31.551659,"Rio Grande do Sul","Morro Redondo--Pousada da Cachoeira, Arroio Cadeia",2018,12,"OBS683930187",180.13
"Stephanophorus diadematus",-52.531022,-31.58852,"Rio Grande do Sul","Pousada do Moinho (-31,5885,-52,5310)",2017,12,"OBS556243338",128.2
"Stephanophorus diadematus",-52.505556,-31.616389,"Rio Grande do Sul","Pelotas--cascata e mata no Santuário",2018,2,"OBS577099727",189.2
"Stephanophorus diadematus",-52.50727,-31.619215,"Rio Grande do Sul","Santuário Nossa Senhora de Guadalupe",2018,1,"OBS568003660",189.2
"Stephanophorus diadematus",-52.522222,-31.627778,"Rio Grande do Sul","Pelotas, cascatinha, mata em estrada rural.",2018,8,"OBS647576073",224.44
"Stephanophorus diadematus",-52.510556,-31.644444,"Rio Grande do Sul","Cascatinha, estrada rural Kaydara",2017,6,"OBS510843839",154.53
"Stephanophorus diadematus",-52.5825,-31.666944,"Rio Grande do Sul","Morro redondo, Sítio Flor e Osória",2018,2,"OBS573987806",162.03
"Stephanophorus diadematus",-52.582652,-31.668337,"Rio Grande do Sul","BR-RS-Morro Redondo-96150 - -31,6683x-52,5827",2016,10,"OBS437946365",111.14
"Stephanophorus diadematus",-52.586851,-31.672164,"Rio Grande do Sul","Sítio Flor e Osória, Morro Redondo",2018,9,"OBS659928289",144.76
"Stephanophorus diadematus",-52.587342,-31.67275,"Rio Grande do Sul","Sìtio Flor & Osória",2016,10,"OBS438547301",144.76
"Stephanophorus diadematus",-52.255586,-31.700618,"Rio Grande do Sul","Pelotas--Estrada do Cotovelo",2018,8,"OBS651948274",7.42
"Stephanophorus diadematus",-52.258056,-31.705556,"Rio Grande do Sul","Pelotas--Estrada do cotovelo (ambiente de mata, lagoa e banhado)",2017,7,"OBS516564695",12.46
"Stephanophorus diadematus",-52.259441,-31.707457,"Rio Grande do Sul","Pelotas, Estrada Do Cotovelo",2018,5,"OBS621237864",6.25
"Stephanophorus diadematus",-52.285,-31.724,"Rio Grande do Sul","Pelotas, estrada da Boa Vista",2018,10,"OBS667109680",12.3
"Stephanophorus diadematus",-52.447834,-31.727615,"Rio Grande do Sul","Passo da Micaela - Pelotas",2016,9,"OBS432828228",22.82
"Stephanophorus diadematus",-52.278066,-31.756667,"Rio Grande do Sul","CCPP - Clube Caça e Pesca de Pelotas",2017,4,"OBS490679728",4.03
"Stephanophorus diadematus",-52.402163,-31.760742,"Rio Grande do Sul","Lado da Ponte da Cosulati",2017,10,"OBS544316671",9.63
"Stephanophorus diadematus",-52.251389,-31.7675,"Rio Grande do Sul","Dunas Laranjal",2018,1,"OBS569193735",4.21
"Stephanophorus diadematus",-52.534088,-31.767587,"Rio Grande do Sul","Cerro das Almas - Capão do Leão/RS (-31,7676,-52,5341)",2017,11,"OBS548505031",91.59
"Stephanophorus diadematus",-52.256695,-31.768712,"Rio Grande do Sul","Dunas do Laranjal -- Pelotas",2016,10,"OBS436506546",4.53
"Stephanophorus diadematus",-52.298611,-31.770556,"Rio Grande do Sul","Estrada da chácara da BM",2018,2,"OBS577757027",3
"Stephanophorus diadematus",-52.58018,-31.776337,"Rio Grande do Sul","Capão do Leão - Cerro das Almas",2016,12,"OBS448396845",128.17
"Stephanophorus diadematus",-52.225694,-31.778891,"Rio Grande do Sul","Pelotas -- Banhado do Pontal da Barra",2018,4,"OBS605720016",2.44
"Stephanophorus diadematus",-52.615,-31.783056,"Rio Grande do Sul","Capão do Leão, estrada interior ao Sul do Serro das Almas, 5,7Km",2018,2,"OBS581421569",138.17
"Stephanophorus diadematus",-52.641944,-31.786111,"Rio Grande do Sul","Capão do Leão, estrada interior passo das pedras ao serro das al",2017,7,"OBS521503798",99.11
"Stephanophorus diadematus",-52.316766,-31.794358,"Rio Grande do Sul","Rio Grande--Banhado da Marambaia",2016,10,"OBS437572323",2
"Stephanophorus diadematus",-52.409306,-31.800278,"Rio Grande do Sul","Capão do Leão - UFPel",2016,7,"OBS419304239",4.77
"Stephanophorus diadematus",-52.40398,-31.806412,"Rio Grande do Sul","Capão do Leão--Vila Embrapa (prox. Eclusa)",2017,8,"OBS525977043",2.64
"Stephanophorus diadematus",-52.398333,-31.806667,"Rio Grande do Sul","Estrada da Embrapa (O) a Eclusa (L) (1,4 km)",2018,3,"OBS592216662",2.64
"Stephanophorus diadematus",-52.420833,-31.808333,"Rio Grande do Sul","Capão do leão, estrada da vila a central",2017,7,"OBS521499747",5.42
"Stephanophorus diadematus",-52.415847,-31.813305,"Rio Grande do Sul","Capão do Leão - Banhado do Canal São Gonçalo",2017,7,"OBS519836491",5.42
"Stephanophorus diadematus",-52.431978,-31.816637,"Rio Grande do Sul","Capão do Leão -- Horto Botânico Teodoro Luiz",2018,3,"OBS588134979",5.42
"Stephanophorus diadematus",-52.325031,-31.819471,"Rio Grande do Sul","Banhado do Capão Seco, Rio Grande",2016,5,"OBS402679893",2.05
"Stephanophorus diadematus",-52.504722,-31.825556,"Rio Grande do Sul","Capão do Leão, estrada do Pavão.",2017,10,"OBS543346101",16.56
"Stephanophorus diadematus",-53.973818,-31.852591,"Rio Grande do Sul","Capilzinha  Aceguá",2017,10,"OBS545865805",141.63
"Stephanophorus diadematus",-52.274444,-31.8575,"Rio Grande do Sul","Rio Grande, 3Km estrada pesqueiro vila da barra falsa.",2018,10,"OBS663989919",3.85
"Stephanophorus diadematus",-52.307367,-31.859553,"Rio Grande do Sul","Estrada do Capão Seco",2018,5,"OBS612733663",3.16
"Stephanophorus diadematus",-54.16322,-31.86615,"Rio Grande do Sul","Aceguá",2018,6,"OBS635459700",226.29
"Stephanophorus diadematus",-52.863889,-31.889722,"Rio Grande do Sul","Pedro Osório, estrada do Basílio",2018,3,"OBS585863992",46.11
"Stephanophorus diadematus",-52.924444,-31.891667,"Rio Grande do Sul","Pedro Osório--Atalho Cruz",2018,3,"OBS586151243",51.11
"Stephanophorus diadematus",-52.663056,-31.901389,"Rio Grande do Sul","Pedro Osório--Passo do Ricardo (Ponte)",2018,2,"OBS580408994",14.81
"Stephanophorus diadematus",-52.901944,-31.901944,"Rio Grande do Sul","Pedro Osório--Arroio Grande",2018,3,"OBS586456471",49.82
"Stephanophorus diadematus",-52.625556,-31.929444,"Rio Grande do Sul","Pedro Osório--Estrada do Liscano",2018,3,"OBS588426946",12.97
"Stephanophorus diadematus",-52.274444,-31.943333,"Rio Grande do Sul","Rio Grande, 2Km atalho dunas e mata no pesqueiro.",2017,4,"OBS490399879",9.19
"Stephanophorus diadematus",-52.234899,-31.945462,"Rio Grande do Sul","Estrada para Ilha de Torotama",2016,10,"OBS438185809",5.89
"Stephanophorus diadematus",-52.274202,-31.96626,"Rio Grande do Sul","Rio Grande -- road between BR-392 and Torotama road",2016,10,"OBS439740266",7.18
"Stephanophorus diadematus",-53.552198,-31.968655,"Rio Grande do Sul","Herval (-31,9687,-53,5522)",2017,12,"OBS561257076",156.79
"Stephanophorus diadematus",-52.195178,-32.026534,"Rio Grande do Sul","Ilha dos Marinheiros, Rio Grande BR-RS (-32,0265,-52,1952)",2017,9,"OBS535174643",0
"Stephanophorus diadematus",-52.8275,-32.053889,"Rio Grande do Sul","Pedro Osório, estrada do Parapó, 2Km.",2017,4,"OBS493570078",29.24
"Stephanophorus diadematus",-52.601597,-32.112831,"Rio Grande do Sul","Santa Izabel do sul",2015,10,"OBS347814129",3.53
"Stephanophorus diadematus",-52.594879,-32.118711,"Rio Grande do Sul","Santa Isabel do Sul",2015,10,"OBS347821355",3.27
"Stephanophorus diadematus",-52.708304,-32.124453,"Rio Grande do Sul","REBIO do Mato Grande",2014,10,"OBS568846940",3.41
"Stephanophorus diadematus",-52.18876,-32.160947,"Rio Grande do Sul","Parque bolaxa",2018,9,"OBS659528254",4.03
"Stephanophorus diadematus",-52.900114,-32.338563,"Rio Grande do Sul","Arroio Grande--Faz. Santa Helena",2018,12,"OBS689618805",6.86
"Stephanophorus diadematus",-52.494722,-32.516944,"Rio Grande do Sul","Rio Grande--Arroio da estiva.",2017,9,"OBS530497343",6.79
"Stephanophorus diadematus",-52.538643,-32.538936,"Rio Grande do Sul","ESEC do Taim -- RS-471, Rio Grande",2017,9,"OBS583756584",4.98
"Stephanophorus diadematus",-52.520292,-32.542676,"Rio Grande do Sul","Estrada da Florestal / ESEC Taim",2015,12,"OBS360397075",4.98
"Stephanophorus diadematus",-53.413055,-32.552884,"Rio Grande do Sul","Jaguarão--Estrada Passo da Areia",2018,8,"OBS646161384",9.92
"Stephanophorus diadematus",-52.505916,-32.553373,"Rio Grande do Sul","Próx. Vila da Serraria, Rio Grande - Rio Grande do Sul - 32,553x-52,506",2017,7,"OBS522334271",4.84
"Stephanophorus diadematus",-53.440804,-33.671783,"Rio Grande do Sul","Santa Vitória do Palmar / Chuí",2015,8,"OBS335358172",11.52
"Stephanophorus diadematus",-53.370692,-33.740961,"Rio Grande do Sul","Barra do Chuí (-33,7410,-53,3707)",2017,12,"OBS556398074",8.43
"Stephanophorus diadematus",-57.149377,-32.33907,"Río Negro","Guichón",2015,10,"OBS348982852",94.15
"Stephanophorus diadematus",-57.830358,-32.575243,"Río Negro","Cerca de Young",2017,6,"OBS512653660",38.29
"Stephanophorus diadematus",-57.822214,-32.580305,"Río Negro","Rio Negro",2017,6,"OBS512489353",38.29
"Stephanophorus diadematus",-58.072117,-32.586065,"Río Negro","Arroyo Bellaco",2012,12,"OBS171823732",26.08
"Stephanophorus diadematus",-58.032918,-32.603808,"Río Negro","Monte parque Ruta 24",2017,7,"OBS518364874",32.54
"Stephanophorus diadematus",-58.090024,-32.611396,"Río Negro","UY-Departamento de Río Negro-Unnamed Road - -32,611x-58,09 - 29/6/2017 14:41",2017,6,"OBS514966859",29.06
"Stephanophorus diadematus",-58.144138,-32.637175,"Río Negro","UY-Unnamed Road - -32,637x-58,144 - 29/6/2017 15:45",2017,6,"OBS515011138",7.82
"Stephanophorus diadematus",-58.147833,-32.637833,"Río Negro","Puerto Viejo, San Javier",2018,2,"OBS583681785",7.82
"Stephanophorus diadematus",-58.147008,-32.638087,"Río Negro","Esteros del Farrapos",2018,8,"OBS655767046",7.82
"Stephanophorus diadematus",-58.148918,-32.638811,"Río Negro","Balneario Puerto Viejo",2017,11,"OBS550957746",7.82
"Stephanophorus diadematus",-58.007802,-32.640441,"Río Negro","Arroyo Bellaco",2017,7,"OBS518360021",32.15
"Stephanophorus diadematus",-58.136902,-32.664108,"Río Negro","San Javier",2016,7,"OBS436928308",6.98
"Stephanophorus diadematus",-58.136215,-32.669148,"Río Negro","Esteros de Farrapos",2018,10,"OBS670368013",5.46
"Stephanophorus diadematus",-58.129349,-32.734253,"Río Negro","Esteros de Farrapos e islas del Rio Uruguay",2017,11,"OBS550894400",0.62
"Stephanophorus diadematus",-57.421956,-32.810176,"Río Negro","Arroyo Grande",2018,7,"OBS671095057",58.69
"Stephanophorus diadematus",-58.104415,-32.814257,"Río Negro","Parque Nacional Esteros de Farrapos",2018,10,"OBS669416828",1.03
"Stephanophorus diadematus",-58.044853,-32.935425,"Río Negro","Nuevo Berlín e Islas Cercanas",2017,4,"OBS486230050",4.1
"Stephanophorus diadematus",-57.562322,-33.017952,"Río Negro","El Matorral (-33,018, -57,562)",2018,10,"OBS673085202",25.89
"Stephanophorus diadematus",-58.324753,-33.134802,"Río Negro","Fray Bentos",2018,10,"OBS663798261",17.99
"Stephanophorus diadematus",-58.35655,-33.163899,"Río Negro","Las Cañas",2017,6,"OBS512700467",3.62
"Stephanophorus diadematus",-58.356636,-33.16686,"Río Negro","-33.167x-58.357 - jun. 13, 2017 18:10",2017,6,"OBS515092954",3.62
"Stephanophorus diadematus",-58.354656,-33.181052,"Río Negro","UY-Rio Negro-Sección 01 (-33,1811,-58,3547)",2018,6,"OBS633998996",2.83
"Stephanophorus diadematus",-55.918736,-31.117325,"Rivera","Sendero Cueva del indio",2017,4,"OBS486509320",336.69
"Stephanophorus diadematus",-55.874,-31.167167,"Rivera","Arroyo Rubio Chico: La Palma: Rivera (IBA:UY003)",2012,1,"OBS275469214",191.16
"Stephanophorus diadematus",-55.877817,-31.167587,"Rivera","Posada Valle del Lunarejo, La Palma, Rivera, UY",2012,11,"OBS517701288",191.16
"Stephanophorus diadematus",-55.878079,-31.168108,"Rivera","UY-Rivera - Lunarejo - El Palmar",2012,12,"OBS172822324",191.16
"Stephanophorus diadematus",-55.906913,-31.173264,"Rivera","Establecimiento El Caudillo",2017,9,"OBS537672793",199.13
"Stephanophorus diadematus",-55.908454,-31.178925,"Rivera","Lunarejo El Caudillo UY-Rivera - -31.179x-55.908 - jun. 13, 2017 18:12",2017,5,"OBS510863208",204.85
"Stephanophorus diadematus",-55.90363,-31.189382,"Rivera","Valle del Lunarejo",2018,2,"OBS622211280",176.91
"Stephanophorus diadematus",-55.901656,-31.190116,"Rivera","Valle del lunarejo",2016,2,"OBS378020673",176.91
"Stephanophorus diadematus",-55.472116,-31.5721,"Rivera","Minas de Corrales",2018,2,"OBS621707481",153.06
"Stephanophorus diadematus",-53.668088,-33.208897,"Rocha","Acceso y playa sobre Laguna Merim",2017,4,"OBS493412098",4
"Stephanophorus diadematus",-53.732203,-33.568372,"Rocha","Camino A Los Arroyitos. P1 (-33.568, -53.732)",2018,12,"OBS686096328",9
"Stephanophorus diadematus",-53.537536,-33.687353,"Rocha","Fortin san miguel",2014,1,"OBS238741606",13.63
"Stephanophorus diadematus",-53.535209,-33.688388,"Rocha","San Miguel",2017,9,"OBS535268926",13.63
"Stephanophorus diadematus",-53.539308,-33.688761,"Rocha","Fortín de San Miguel",2017,4,"OBS490698915",13.63
"Stephanophorus diadematus",-53.538421,-33.689183,"Rocha","UY-Rocha - Fortin San Miguel",2012,12,"OBS172824753",13.63
"Stephanophorus diadematus",-53.530291,-33.689991,"Rocha","Chuy - rio al oeste",2012,12,"OBS172457079",4.96
"Stephanophorus diadematus",-53.554667,-33.705167,"Rocha","Parque Nacional San Miguel",2018,8,"OBS692592476",33.78
"Stephanophorus diadematus",-53.566667,-33.708167,"Rocha","Fuerte San Miguel",2018,10,"OBS666398342",30.69
"Stephanophorus diadematus",-53.7395,-33.7418,"Rocha","Sierra San Miguel, 18 km WSW of 18 de Julio",2015,11,"urn:uuid:57759fcd-4c85-40f1-89b1-7d5ec6e62c5a",12.09
"Stephanophorus diadematus",-54.128544,-33.75132,"Rocha","rutas 14, 15, 19",2016,10,"OBS437884300",25.98
"Stephanophorus diadematus",-54.097495,-33.760214,"Rocha","Bañado India Muerta",2015,11,"OBS354783583",22.03
"Stephanophorus diadematus",-53.800735,-33.892077,"Rocha","Recorrido Lineal Rutas 16-14 (de Castillos a La Coronilla)",2014,1,"OBS238734664",35.12
"Stephanophorus diadematus",-53.714733,-33.90632,"Rocha","Banados del Indio",2017,4,"OBS490649787",11.12
"Stephanophorus diadematus",-54.263062,-33.920759,"Rocha","Represa India Muerta",2015,11,"OBS354786013",42.96
"Stephanophorus diadematus",-53.698168,-33.926269,"Rocha","Reserva de los Indios",2017,9,"OBS533934228",12.35
"Stephanophorus diadematus",-53.53466,-33.975752,"Rocha","PN Santa Teresa",2016,1,"OBS363349106",20.88
"Stephanophorus diadematus",-53.5915,-33.983167,"Rocha","Estación Biológica Potrerillo de Santa Teresa",2018,1,"OBS691449136",13.1
"Stephanophorus diadematus",-53.754902,-34.003079,"Rocha","Laguna Negra.",2016,8,"OBS425511473",11.96
"Stephanophorus diadematus",-53.59045,-34.005,"Rocha","Laguna Negra",2017,4,"OBS490680839",16.87
"Stephanophorus diadematus",-53.822167,-34.030667,"Rocha","R 16 entre Castillos y R 14",2011,4,"OBS275467891",28.71
"Stephanophorus diadematus",-53.736167,-34.085667,"Rocha","Colonia Don Bosco, Lag. Negra",2015,10,"OBS355156737",22.01
"Stephanophorus diadematus",-53.838592,-34.127292,"Rocha","R16",2017,11,"OBS555331876",32.85
"Stephanophorus diadematus",-53.883605,-34.215609,"Rocha","Camino a Guardia del Monte",2017,4,"OBS491955071",18.81
"Stephanophorus diadematus",-53.936219,-34.232383,"Rocha","La Barra Grande, Km 248,5",2016,11,"OBS441132565",4.08
"Stephanophorus diadematus",-53.775312,-34.261501,"Rocha","Aguas Dulces - Bañado Este",2015,11,"OBS439569355",10.57
"Stephanophorus diadematus",-53.902767,-34.282645,"Rocha","Guardia del Monte",2017,1,"OBS466436920",0.32
"Stephanophorus diadematus",-53.899082,-34.282658,"Rocha","Laguna de Castillos",2018,10,"OBS664956208",0.32
"Stephanophorus diadematus",-53.790167,-34.341167,"Rocha","Barra de Valizas",2018,10,"OBS668258918",6.92
"Stephanophorus diadematus",-53.804055,-34.341565,"Rocha","Bosque de los duendes, Barra de Valizas, Rocha, UY (-34.342, -53.804)",2017,11,"OBS561389346",3.65
"Stephanophorus diadematus",-53.87794,-34.349859,"Rocha","Laguna Castillos",2017,11,"OBS555330880",0
"Stephanophorus diadematus",-53.792167,-34.351667,"Rocha","Cabo Polonio, Rincón de Valizas.",2017,1,"OBS459610729",6.92
"Stephanophorus diadematus",-53.863833,-34.353167,"Rocha","Monte de Ombúes",2016,5,"OBS404490549",0
"Stephanophorus diadematus",-53.845539,-34.358034,"Rocha","Laguna Castillos",2018,11,"OBS680712566",3.34
"Stephanophorus diadematus",-53.863594,-34.370947,"Rocha","Refugio de fauna Laguna de Castillos",2015,11,"OBS354060560",0
"Stephanophorus diadematus",-53.87674,-34.433244,"Rocha","La Perla de Rocha",2013,3,"OBS700663227",2.62
"Stephanophorus diadematus",-54.340167,-34.487667,"Rocha","Parque La Estiva, Ciudad de Rocha",2012,7,"OBS275389837",21.2
"Stephanophorus diadematus",-54.340825,-34.503657,"Rocha","Patio de PROBIDES",2016,11,"OBS444966105",16.34
"Stephanophorus diadematus",-54.079474,-34.54563,"Rocha","San Antonio",2018,1,"OBS694587245",19.05
"Stephanophorus diadematus",-54.123416,-34.59259,"Rocha","La Pedrera",2017,5,"OBS498523210",9.4
"Stephanophorus diadematus",-54.28766,-34.62793,"Rocha","Laguna de Rocha",2014,4,"OBS243486967",0
"Stephanophorus diadematus",-54.1555,-34.66106,"Rocha","La Paloma y Lag. Rocha, Uruguay",2014,4,"OBS243558594",10.01
"Stephanophorus diadematus",-54.299004,-34.682827,"Rocha","Laguna Las Nútrias",2017,5,"OBS520895541",15.77
"Stephanophorus diadematus",-54.276833,-34.684167,"Rocha","Barra de la Laguna de Rocha",2017,6,"OBS512657284",4.97
"Stephanophorus diadematus",-54.516735,-34.755717,"Rocha","Laguna Garzon Este",2014,4,"OBS247312208",10.91
"Stephanophorus diadematus",-54.543597,-34.763951,"Rocha","Senderos, UY (-34.764, -54.544)",2018,10,"OBS676415876",5.97
"Stephanophorus diadematus",-54.508924,-34.771991,"Rocha","Laguna Garzon y Ruta 10 hasta esteros de las Nutrias",2016,5,"OBS405997836",9.02
"Stephanophorus diadematus",-54.534396,-34.781354,"Rocha","Humedal Costa Bonita, Balneario Costa bonita, Ruta 10, Rocha, UY (-34,781, -54,534)",2018,1,"OBS567488304",7.08
"Stephanophorus diadematus",-57.522833,-30.944,"Salto","Termas de Arapey",2018,4,"OBS607688703",43.39
"Stephanophorus diadematus",-57.530186,-30.944967,"Salto","Termas del Arapey",2015,11,"OBS355140573",43.39
"Stephanophorus diadematus",-56.873667,-30.992833,"Salto","Pueblo Sequeira y cercanías: Artigas",2015,3,"OBS307410594",142.43
"Stephanophorus diadematus",-57.429635,-31.027452,"Salto","río arapey grande",2017,4,"OBS488010886",55.65
"Stephanophorus diadematus",-57.341972,-31.074943,"Salto","Unnamed Road, Departamento de Salto, UY (-31.075, -57.342)",2018,3,"OBS594803281",60.08
"Stephanophorus diadematus",-56.62096,-31.660322,"Salto","Arerungua",2018,10,"OBS667428456",153.07
"Stephanophorus diadematus",-56.963392,-34.119909,"San José","Sierras de Mahoma",2017,11,"OBS552947904",142.63
"Stephanophorus diadematus",-57.072004,-34.349969,"San José","UY-Unnamed Rd - -34.35x-57.072 - jun. 18, 2016 19:54",2016,6,"OBS412784644",40.48
"Stephanophorus diadematus",-56.738677,-34.377021,"San José","Campo privado, Camino del Carretón",2016,9,"OBS430580158",45.48
"Stephanophorus diadematus",-49.170082,-26.164223,"Santa Catarina","Joinville - Laranjeiras",2016,2,"OBS376177225",881
"Stephanophorus diadematus",-49.171267,-26.181095,"Santa Catarina","Campo Alegre--Estrada Laranjeiras",2017,10,"OBS544796988",891.58
"Stephanophorus diadematus",-49.264605,-26.193298,"Santa Catarina","Campo Alegre",2015,6,"OBS630846365",892.39
"Stephanophorus diadematus",-49.096832,-26.219352,"Santa Catarina","Joinville, Rio do Júlio",2016,5,"OBS402704896",753.77
"Stephanophorus diadematus",-49.09698,-26.2212,"Santa Catarina","Joinville, Rio do Júlio",2015,5,"OBS317749481",753.77
"Stephanophorus diadematus",-49.097407,-26.224716,"Santa Catarina","Estrada do Rio do Julio",2018,8,"OBS650867099",753.77
"Stephanophorus diadematus",-49.228519,-26.241317,"Santa Catarina","Campo Alegre (SC)",2017,10,"OBS542427372",1018.6
"Stephanophorus diadematus",-49.103835,-26.281178,"Santa Catarina","Rio do julio",2018,11,"OBS707305245",668.51
"Stephanophorus diadematus",-49.362946,-26.281333,"Santa Catarina","São Bento do sul",2018,5,"OBS611490640",842.69
"Stephanophorus diadematus",-49.170789,-26.283914,"Santa Catarina","POUSADA RIO MANSO",2018,6,"OBS638023944",738.09
"Stephanophorus diadematus",-49.184155,-26.291058,"Santa Catarina","Jaraguá do Sul -- Rio Manso",2017,7,"OBS530923184",842.6
"Stephanophorus diadematus",-49.196904,-26.297506,"Santa Catarina","Trilha Comfloresta-Rio Manso",2017,3,"OBS476404046",907.6
"Stephanophorus diadematus",-49.535435,-26.297513,"Santa Catarina","Fazenda Evaristo, Rio Negrinho ",2017,1,"OBS458102504",872.93
"Stephanophorus diadematus",-49.182108,-26.301543,"Santa Catarina","BR-SC-Jaraguá do Sul - -26,3015x-49,1821 - 19/03/2017 19:03",2017,3,"OBS476791404",907.6
"Stephanophorus diadematus",-53.259637,-26.357958,"Santa Catarina","Palma Sola--Pasta",2018,1,"OBS568360340",868.49
"Stephanophorus diadematus",-49.382222,-26.441944,"Santa Catarina","Cabeça do Tigre, Corupá",2018,2,"OBS577812353",742.77
"Stephanophorus diadematus",-49.376249,-26.551526,"Santa Catarina","Rio dos Cedros -- Cachoeira Formosa",2016,9,"OBS428935114",788.96
"Stephanophorus diadematus",-49.364576,-26.571045,"Santa Catarina","(-26,571, -49,365)",2018,7,"OBS648569266",737.14
"Stephanophorus diadematus",-49.363443,-26.571741,"Santa Catarina","|RIO DOS CEDROS || CACHOEIRA DO SALTINHO|",2017,10,"OBS539820167",720.64
"Stephanophorus diadematus",-51.741593,-26.579547,"Santa Catarina","Água Doce--Morro do Vigia",2018,12,"OBS688024502",1273.81
"Stephanophorus diadematus",-49.333688,-26.591022,"Santa Catarina","Rio dos Cedros -- Recanto Bonito por Natureza",2018,3,"OBS589391916",718.01
"Stephanophorus diadematus",-49.327751,-26.594849,"Santa Catarina","Rio dos Cedros/SC - Rio Bonito - -26.5948x-49.3278 - 29/05/2015 09:14",2015,5,"OBS323818839",723.65
"Stephanophorus diadematus",-49.356976,-26.645141,"Santa Catarina","Rio dos Cedros -- Barragem",2018,3,"OBS589400059",647.35
"Stephanophorus diadematus",-49.5239,-26.652637,"Santa Catarina","Trilha do macaco",2017,12,"OBS558532036",727.05
"Stephanophorus diadematus",-49.690454,-26.698889,"Santa Catarina","Bonsucesso - Itaiópolis",2015,10,"OBS347127121",936.86
"Stephanophorus diadematus",-49.67773,-26.713605,"Santa Catarina","REBIO Estadual do Sassafrás",2018,11,"OBS674303359",892.52
"Stephanophorus diadematus",-49.473603,-26.738559,"Santa Catarina","Áreas de cultivo de arroz",2016,9,"OBS428752686",576.79
"Stephanophorus diadematus",-51.98211,-26.74285,"Santa Catarina","Passos Maia - SC, parque nacional das araucarias",2015,6,"OBS326337558",1019.63
"Stephanophorus diadematus",-51.944758,-26.765864,"Santa Catarina","BR-Santa Catarina-Passos Maia - -26,766x-51,945 - 29/06/2017 13:45",2017,8,"OBS523593576",1006.77
"Stephanophorus diadematus",-52.00352,-26.77597,"Santa Catarina","-26,7760 X -52,0035",2015,6,"OBS326514755",871.25
"Stephanophorus diadematus",-51.98698,-26.79848,"Santa Catarina","Passos Maia - SC, R. Augusta Zanchete",2015,9,"OBS344336148",892.3
"Stephanophorus diadematus",-51.991097,-26.799749,"Santa Catarina","Passos Maia--PN das Araucárias",2018,2,"OBS575646690",892.3
"Stephanophorus diadematus",-49.462177,-26.866707,"Santa Catarina","Sítio Begalke",2017,10,"OBS542061950",702.44
